,company_permalink,funding_round_type,raised_amount_usd,category_list,status,country_code,English Langauge
386,laurus-labs,venture,90.0,Pharmaceuticals,operating,IND,No
387,lendingkart,venture,10.0,Financial Services,operating,IND,No
388,lenskart-com,venture,21.9,Consumer Goods|Eyewear|Online Shopping,operating,IND,No
389,lenskart-com,venture,10.0,Consumer Goods|Eyewear|Online Shopping,operating,IND,No
390,lenskart-com,venture,4.0,Consumer Goods|Eyewear|Online Shopping,operating,IND,No
391,let-s-recycle,venture,2.0,Recycling|Services|Waste Management,operating,IND,No
392,letsbuy-com,venture,6.0,Consumer Electronics|E-Commerce,acquired,IND,No
393,liases-foras,venture,5.0,Real Estate,operating,IND,No
394,limeroad,venture,30.0,E-Commerce|Social Media,operating,IND,No
395,limeroad,venture,5.0,E-Commerce|Social Media,operating,IND,No
396,limeroad,venture,15.0,E-Commerce|Social Media,operating,IND,No
397,liqvid,venture,3.0,Education,operating,IND,No
398,little,venture,50.0,Local Businesses,operating,IND,No
399,livspace,venture,8.0,Interior Design,operating,IND,No
400,livspace,venture,4.6,Interior Design,operating,IND,No
401,localbanya,venture,5.0,Curated Web,operating,IND,No
402,localoye,venture,5.0,Curated Web,operating,IND,No
403,loginext-solutions,venture,10.0,Analytics|Big Data Analytics|Data Visualization|Logistics,operating,IND,No
404,lookup-2,venture,3.0,Chat,operating,IND,No
405,lookup-2,venture,2.5,Chat,operating,IND,No
406,loylty-rewardz-management,venture,4.4,Advertising,operating,IND,No
407,lucid-colloids,venture,27.5,Finance|Market Research|News|Publishing,operating,IND,No
408,luminous,venture,16.0,Consumer Electronics|Manufacturing|Water|Water Purification,operating,IND,No
409,lybrate,venture,1.23,Health and Wellness,operating,IND,No
410,lybrate,venture,10.2,Health and Wellness,operating,IND,No
411,madrat-games,venture,0.5,Games,operating,IND,No
412,madrat-games,venture,1.0,Games,operating,IND,No
413,madrat-games,venture,0.970295,Games,operating,IND,No
414,magicrooms-solutions-india-p-ltd,venture,1.49,Travel,closed,IND,No
415,maharana-infrastructure-and-professional-services-private-limited-mips,venture,13.3,Education|Infrastructure|Universities,operating,IND,No
416,maharana-infrastructure-and-professional-services-private-limited-mips,venture,8.3,Education|Infrastructure|Universities,operating,IND,No
417,mahindra-first-choice,venture,15.0,Cars|Retail|Services,operating,IND,No
418,mahindrareva,venture,20.0,Automotive,operating,IND,No
419,mahindrareva,venture,1.0,Automotive,operating,IND,No
420,mahindrareva,venture,24.0,Automotive,operating,IND,No
421,maiyas-beverages-and-foods,venture,16.6,Food Processing|Manufacturing|Specialty Foods,operating,IND,No
422,makemytrip-com,venture,15.0,Transportation|Travel,ipo,IND,No
423,makemytrip-com,venture,13.0,Transportation|Travel,ipo,IND,No
424,mamagoto,venture,10.0,Food Processing,operating,IND,No
425,manas-informatics,venture,0.16,Media|News,operating,IND,No
426,manthan-software-services,venture,60.0,Analytics|Business Services,operating,IND,No
427,manthan-systems,venture,5.7,Analytics|Big Data Analytics|Business Intelligence|Market Research,operating,IND,No
428,manthan-systems,venture,15.0,Analytics|Big Data Analytics|Business Intelligence|Market Research,operating,IND,No
429,manthan-systems,venture,4.0,Analytics|Big Data Analytics|Business Intelligence|Market Research,operating,IND,No
430,manthan-systems,venture,15.0,Analytics|Big Data Analytics|Business Intelligence|Market Research,operating,IND,No
431,manthan-systems,venture,15.0,Analytics|Big Data Analytics|Business Intelligence|Market Research,operating,IND,No
432,manthan-systems,venture,2.0,Analytics|Big Data Analytics|Business Intelligence|Market Research,operating,IND,No
433,matrimony-com,venture,11.75,Classifieds|Curated Web,operating,IND,No
434,matrimony-com,venture,8.65,Classifieds|Curated Web,operating,IND,No
435,mayur-uniquoters-limited,venture,18.0,Manufacturing,operating,IND,No
436,medgenome-labs,venture,20.0,Health Care|Hospitals|Medical,operating,IND,No
437,medgenome-labs,venture,4.0,Health Care|Hospitals|Medical,operating,IND,No
438,meditrina-hospital,venture,6.0,Hospitality,operating,IND,No
439,medwell-ventures,venture,10.0,Health Care|Healthcare Services,operating,IND,No
440,meetuniv,venture,0.95,Analytics|Apps|Education|SaaS,operating,IND,No
441,meritnation-com,venture,4.0,Education|K-12 Education|Online Education,operating,IND,No
442,meru-cabs,venture,50.0,Automotive|Public Transportation,operating,IND,No
443,metro-telworks,venture,4.88,Mobile,operating,IND,No
444,mettl-com,venture,4.0,Skill Assessment|Software|Testing,operating,IND,No
445,mginger-com,venture,2.0,Business Development|Messaging|Subscription Service,acquired,IND,No
446,microland,venture,7.3,Analytics,operating,IND,No
447,microland,venture,11.0,Analytics,operating,IND,No
448,micromax-informatics,venture,45.0,Mobile,operating,IND,No
449,micromax-informatics,venture,43.0,Mobile,operating,IND,No
450,milk-mantra,venture,13.08,Health and Wellness,operating,IND,No
451,minglebox,venture,7.0,Social Media,operating,IND,No
452,mistral-solutions,venture,6.5,Aerospace|Defense|Embedded Hardware and Software|Homeland Security|Product Development Services,operating,IND,No
453,mobikwik,venture,25.0,Curated Web|Internet|Mobile|Mobile Payments|Payments|Service Providers|Telecommunications,operating,IND,No
454,mobikwik,venture,5.0,Curated Web|Internet|Mobile|Mobile Payments|Payments|Service Providers|Telecommunications,operating,IND,No
455,mobile2win-india,venture,15.0,Mobile,operating,IND,No
456,mobstac,venture,2.0,Mobile|Publishing,operating,IND,No
457,moengage,venture,2.585114,Mobile|Mobile Enterprise|SaaS,operating,IND,No
458,moengage,venture,4.25,Mobile|Mobile Enterprise|SaaS,operating,IND,No
459,momjunction,venture,1.5,Kids|Mothers|Parenting,operating,IND,No
460,monarch-innovative-technologies,venture,5.5,Software,operating,IND,No
461,money-on-mobile,venture,10.0,Curated Web|Mobile,operating,IND,No
462,moonfrog-labs,venture,15.0,Game,operating,IND,No
463,moser-bear-solar,venture,92.5,Clean Technology,operating,IND,No
464,moveinsync,venture,4.0,Software,operating,IND,No
465,mswipe-technologies,venture,25.0,Financial Services,operating,IND,No
466,mycfo,venture,0.978,Banking|Finance|Financial Services|Wealth Management,operating,IND,No
467,mydala,venture,6.0,E-Commerce,operating,IND,No
468,mydentist,venture,8.0,Health Care,operating,IND,No
469,mydentist,venture,10.0,Health Care,operating,IND,No
470,mynoticeperiod-com,venture,3.0,Human Resources|Recruiting,operating,IND,No
471,myntra,venture,20.75,E-Commerce,acquired,IND,No
472,myntra,venture,50.0,E-Commerce,acquired,IND,No
473,myntra,venture,25.0,E-Commerce,acquired,IND,No
474,myntra,venture,5.0,E-Commerce,acquired,IND,No
475,myntra,venture,25.0,E-Commerce,acquired,IND,No
476,myntra,venture,14.0,E-Commerce,acquired,IND,No
477,myntra,venture,8.0,E-Commerce,acquired,IND,No
478,myntra,venture,11.0,E-Commerce,acquired,IND,No
479,mysmartprice,venture,10.0,Software,operating,IND,No
480,mysmartprice,venture,1.0,Software,operating,IND,No
481,naaptol,venture,51.7,E-Commerce,operating,IND,No
482,naaptol,venture,8.5,E-Commerce,operating,IND,No
483,naaptol,venture,21.0,E-Commerce,operating,IND,No
484,naaptol,venture,25.0,E-Commerce,operating,IND,No
485,nazara-technologies,venture,0.8015,Mobile,operating,IND,No
486,nazara-technologies,venture,7.0,Mobile,operating,IND,No
487,nazara-technologies,venture,1.5,Mobile,operating,IND,No
488,neogrowth,venture,1.62,Finance,operating,IND,No
489,neogrowth,venture,7.0,Finance,operating,IND,No
490,nephroplus,venture,4.0,Health and Wellness,operating,IND,No
491,nephroplus,venture,10.0,Health and Wellness,operating,IND,No
492,nest-away,venture,12.0,Real Estate,operating,IND,No
493,nest-group,venture,22.25,Software,operating,IND,No
494,netmagic-solutions,venture,20.0,Web Hosting,acquired,IND,No
495,netmagic-solutions,venture,16.0,Web Hosting,acquired,IND,No
496,network18,venture,10.0,Public Relations,acquired,IND,No
497,newgen-software-technologies,venture,7.65,Software,operating,IND,No
498,newgen-software-technologies,venture,17.61,Software,operating,IND,No
499,news-in-shorts,venture,20.0,Internet|Media|News,operating,IND,No
500,news-in-shorts,venture,4.0,Internet|Media|News,operating,IND,No
501,newshunt,venture,18.0,News|Social News,operating,IND,No
502,newshunt,venture,40.0,News|Social News,operating,IND,No
503,nivaata-systems-pvt-ltd,venture,1.0,Location Based Services|Logistics|Transportation|Wireless,operating,IND,No
504,nivio,venture,21.0,App Stores|Cloud Computing|Cloud Data Services|Enterprise Software|SaaS|Software|Storage,closed,IND,No
505,nobel-hygiene,venture,11.5,E-Commerce,operating,IND,No
506,nobroker,venture,3.0,Real Estate|Rental Housing,operating,IND,No
507,nsl-renewable-power,venture,5.0,Clean Technology,operating,IND,No
508,nutri-health,venture,2.0,Health and Wellness,operating,IND,No
509,nxtgen-data-center-cloud-services,venture,8.8,Software,operating,IND,No
510,nxtgen-data-center-cloud-services,venture,13.5,Software,operating,IND,No
511,nykaa,venture,9.5,Fashion,operating,IND,No
512,nykaa,venture,3.4,Fashion,operating,IND,No
513,octro-2,venture,15.0,Online Gaming,operating,IND,No
514,officecloud,venture,35.0,Clean Technology|Cloud Management|Information Technology,operating,IND,No
515,omni-hospitals,venture,9.8,Biotechnology,operating,IND,No
516,one97-communications,venture,25.0,Mobile,operating,IND,No
517,one97-communications,venture,10.0,Mobile,operating,IND,No
518,oneassist-consumer-solutions,venture,7.72,SaaS|Security,closed,IND,No
519,oneassist-consumer-solutions,venture,1.531,SaaS|Security,closed,IND,No
520,onebreath,venture,3.0,Consulting,operating,IND,No
521,opinio-2,venture,7.0,Logistics,operating,IND,No
522,oyo-rooms,venture,25.0,Hospitality|Online Reservations,operating,IND,No
523,oyo-rooms,venture,100.0,Hospitality|Online Reservations,operating,IND,No
524,ozone-media-solutions,venture,1.5,Ad Targeting|Advertising|Advertising Platforms|Curated Web|E-Commerce|Internet Technology|Marketing Automation|Real Time|Retail Technology,operating,IND,No
525,ozone-media-solutions,venture,4.0,Ad Targeting|Advertising|Advertising Platforms|Curated Web|E-Commerce|Internet Technology|Marketing Automation|Real Time|Retail Technology,operating,IND,No
526,ozone-media-solutions,venture,2.3,Ad Targeting|Advertising|Advertising Platforms|Curated Web|E-Commerce|Internet Technology|Marketing Automation|Real Time|Retail Technology,operating,IND,No
527,paladion,venture,10.0,Enterprise Software|Information Security|Risk Management,operating,IND,No
528,parcelled-in,venture,5.0,Logistics,operating,IND,No
529,paymate-india,venture,9.0,E-Commerce|FinTech,operating,IND,No
530,paymate-india,venture,5.0,E-Commerce|FinTech,operating,IND,No
531,peel-works,venture,2.0,Human Resources,operating,IND,No
532,people-interactive-india,venture,8.0,Curated Web,operating,IND,No
533,pepperfry-com,venture,8.0,E-Commerce,operating,IND,No
534,pepperfry-com,venture,5.0,E-Commerce,operating,IND,No
535,pepperfry-com,venture,100.0,E-Commerce,operating,IND,No
536,pepperfry-com,venture,15.0,E-Commerce,operating,IND,No
537,peppertap,venture,10.0,Apps|Groceries|Online Shopping,operating,IND,No
538,peppertap,venture,36.0,Apps|Groceries|Online Shopping,operating,IND,No
539,perfint-healthcare,venture,3.5,Biotechnology,operating,IND,No
540,perfint-healthcare,venture,7.2,Biotechnology,operating,IND,No
541,perfint-healthcare,venture,8.0,Biotechnology,operating,IND,No
542,perfint-healthcare,venture,14.0,Biotechnology,operating,IND,No
543,perlecan-pharma-private,venture,52.5,Bio-Pharm|Medical|Pharmaceuticals,closed,IND,No
544,pluss-polymers,venture,2.4,Biotechnology,operating,IND,No
545,poddar-developers,venture,20.0,Construction,operating,IND,No
546,pokkt,venture,5.0,Games,operating,IND,No
547,pokkt,venture,2.5,Games,operating,IND,No
548,policybazaar,venture,5.0,Finance|FinTech,operating,IND,No
549,policybazaar,venture,40.0,Finance|FinTech,operating,IND,No
550,policybazaar,venture,20.0,Finance|FinTech,operating,IND,No
551,policybazaar,venture,4.6,Finance|FinTech,operating,IND,No
552,polygenta-technologies,venture,3.6,Textiles,operating,IND,No
553,popxo,venture,2.0,Beauty|Digital Media|Fashion|Lifestyle,operating,IND,No
554,portea-medical,venture,37.5,Health Care|Healthcare Services|Medical,operating,IND,No
555,portea-medical,venture,9.0,Health Care|Healthcare Services|Medical,operating,IND,No
556,power-mech-projects,venture,13.0,Construction,operating,IND,No
557,power2sme,venture,2.0,Enterprise Software,operating,IND,No
558,power2sme,venture,6.8,Enterprise Software,operating,IND,No
559,power2sme,venture,6.0,Enterprise Software,operating,IND,No
560,prabhat-fresh,venture,12.8,Distribution,operating,IND,No
561,practo-technologies-pvt-ltd,venture,4.0,Health Care|Marketplaces|SaaS|Software,operating,IND,No
562,practo-technologies-pvt-ltd,venture,90.0,Health Care|Marketplaces|SaaS|Software,operating,IND,No
563,practo-technologies-pvt-ltd,venture,30.0,Health Care|Marketplaces|SaaS|Software,operating,IND,No
564,pretty-secrets,venture,2.0,E-Commerce|Lingerie|Retail,operating,IND,No
565,prime-focus-technologies,venture,7.5,Software,operating,IND,No
566,printland,venture,0.810094,E-Commerce,operating,IND,No
567,printvenue,venture,4.5,Internet,operating,IND,No
568,prizm-payment-services,venture,8.0,Finance,acquired,IND,No
569,propstack,venture,3.0,Commercial Real Estate|Information Services|Real Estate,operating,IND,No
570,proptiger,venture,30.0,Real Estate,operating,IND,No
571,prothom-industries,venture,2.0,Consumer Goods,operating,IND,No
572,qed-everest-edusys-and-solutions,venture,0.941697,Education|K-12 Education|Training,operating,IND,No
573,qikpod,venture,9.0,Logistics,operating,IND,No
574,qikwell-technologies,venture,3.0,Health and Wellness|Health Care Information Technology|Mobile Health|Telephony,acquired,IND,No
575,quick-heal-technologies,venture,13.0,Software,operating,IND,No
576,quikr-india,venture,32.0,Curated Web,operating,IND,No
577,quikr-india,venture,60.0,Curated Web,operating,IND,No
578,quikr-india,venture,8.0,Curated Web,operating,IND,No
579,quikr-india,venture,6.0,Curated Web,operating,IND,No
580,quikr-india,venture,150.0,Curated Web,operating,IND,No
581,quikr-india,venture,90.0,Curated Web,operating,IND,No
582,qwikcilver-solutions,venture,10.0,Computers|Software,operating,IND,No
583,qyuki,venture,5.4,Collaboration|Creative|Curated Web|Music,operating,IND,No
584,qyuki,venture,10.0,Collaboration|Creative|Curated Web|Music,operating,IND,No
585,railyatri,venture,0.486,Apps,operating,IND,No
586,rainbow-hospitals,venture,19.5,Biotechnology,operating,IND,No
587,ramco-systems,venture,52.0,Cloud Computing,operating,IND,No
588,rategain,venture,50.0,Information Technology,operating,IND,No
589,razorpay,venture,9.0,FinTech|Payments,operating,IND,No
590,real-image-media-technologies,venture,16.0,Hardware + Software,operating,IND,No
591,reasoning-global-eapplications-ltd,venture,1.55,E-Commerce,operating,IND,No
592,red-panda-innovation-labs,venture,0.5,Apps|Games|Mobile|Software,operating,IND,No
593,redbus-in,venture,6.42877,Curated Web,acquired,IND,No
594,redbus-in,venture,1.69,Curated Web,acquired,IND,No
595,relevant-e-solution,venture,1.0,E-Commerce|Fashion|Online Shopping,operating,IND,No
596,reverie-language-technologies,venture,4.0,Internet|Technology,operating,IND,No
597,reviews42,venture,5.0,Curated Web|Reviews and Recommendations,operating,IND,No
598,revx,venture,4.0,Mobile Advertising,operating,IND,No
599,reznext,venture,5.0,Hospitality,operating,IND,No
600,riversilica,venture,1.5,Hardware + Software|Telecommunications|Video,operating,IND,No
601,roadrunnr,venture,11.0,Delivery,operating,IND,No
602,roadrunnr,venture,10.0,Delivery,operating,IND,No
603,room-n-house,venture,0.166396,Peer-to-Peer|Travel,operating,IND,No
604,roposo,venture,15.0,E-Commerce|Fashion,operating,IND,No
605,roposo,venture,5.0,E-Commerce|Fashion,operating,IND,No
606,roshini-international-bio-energy,venture,1.04,Clean Technology,operating,IND,No
607,round-one,venture,1.0,Human Resources|Recruiting,operating,IND,No
608,s-chand-company,venture,27.0,Education,operating,IND,No
